id,source,target,relation,evidence,evidence_url,evidence_locator,epistemic_status,evidence_file,evidence_page
e320,author:labatut-patrick,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e321,author:massa-francisco,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e322,author:szafraniec-marc,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e323,author:krishnakumar-kapil,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e324,author:li-yong,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e325,author:ma-xiaodong,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e326,author:chandar-sarath,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e327,author:meier-franziska,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e328,author:lecun-yann,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e329,author:rabbat-michael,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e330,author:ballas-nicolas,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e331,vjepa2-2025,field:world-models,classified_in,Combines video representation learning with action-conditioned post-training for robot planning.,https://arxiv.org/abs/2506.09985,Curated classification based on abstract and stated task,curated_classification,,
e332,vjepa2-2025,field:robotics,classified_in,Combines video representation learning with action-conditioned post-training for robot planning.,https://arxiv.org/abs/2506.09985,Curated classification based on abstract and stated task,curated_classification,,
e333,vjepa2-2025,field:planning,classified_in,Combines video representation learning with action-conditioned post-training for robot planning.,https://arxiv.org/abs/2506.09985,Curated classification based on abstract and stated task,curated_classification,,
e334,author:bonev-boris,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e335,author:kurth-thorsten,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e336,author:mahesh-ankur,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e337,author:bisson-mauro,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e338,author:kossaifi-jean,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e339,author:kashinath-karthik,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e340,author:anandkumar-anima,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e341,author:collins-william-d,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e342,author:pritchard-michael-s,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e343,author:keller-alexander,fourcastnet3-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2507.12144,citation_author metadata / paper byline,documented,,
e344,fourcastnet3-2025,field:weather,classified_in,Moves toward probabilistic geometric weather forecasting with spherical convolution and efficient ensembles.,https://arxiv.org/abs/2507.12144,Curated classification based on abstract and stated task,curated_classification,,
e345,fourcastnet3-2025,field:probabilistic-models,classified_in,Moves toward probabilistic geometric weather forecasting with spherical convolution and efficient ensembles.,https://arxiv.org/abs/2507.12144,Curated classification based on abstract and stated task,curated_classification,,
e346,author:pal-sourav,learnable-quadrature-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,citation_author metadata / paper byline,documented,,
e347,author:azizzadenesheli-kamyar,learnable-quadrature-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,citation_author metadata / paper byline,documented,,
e348,author:singh-vikas,learnable-quadrature-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,citation_author metadata / paper byline,documented,,
e349,learnable-quadrature-2025,field:quadrature,classified_in,"Learns quadrature rules for PINN loss evaluation, with a hypernetwork extension across PDE instances.",https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,Curated classification based on abstract and stated task,curated_classification,,
e350,learnable-quadrature-2025,field:physics-informed-learning,classified_in,"Learns quadrature rules for PINN loss evaluation, with a hypernetwork extension across PDE instances.",https://papers.neurips.cc/paper_files/paper/2025/hash/382b95a6580cfb0b5ca33c74b4e0e770-Abstract-Conference.html,Curated classification based on abstract and stated task,curated_classification,,
e351,author:tian-mingxuan,manufacturing-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2511.13178,citation_author metadata / paper byline,documented,,
e352,author:mu-haochen,manufacturing-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2511.13178,citation_author metadata / paper byline,documented,,
e353,author:ding-donghong,manufacturing-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2511.13178,citation_author metadata / paper byline,documented,,
e354,author:li-mengjiao,manufacturing-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2511.13178,citation_author metadata / paper byline,documented,,
e355,author:ding-yuhan,manufacturing-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2511.13178,citation_author metadata / paper byline,documented,,
e356,author:zhao-jianping,manufacturing-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2511.13178,citation_author metadata / paper byline,documented,,
e357,manufacturing-2025,field:operator-learning,classified_in,"Combines operator and recurrent components to predict distortion from thermal history, with physics-based training constraints.",https://arxiv.org/abs/2511.13178,Curated classification based on abstract and stated task,curated_classification,,
e358,manufacturing-2025,field:manufacturing,classified_in,"Combines operator and recurrent components to predict distortion from thermal history, with physics-based training constraints.",https://arxiv.org/abs/2511.13178,Curated classification based on abstract and stated task,curated_classification,,
e359,manufacturing-2025,field:time-series,classified_in,"Combines operator and recurrent components to predict distortion from thermal history, with physics-based training constraints.",https://arxiv.org/abs/2511.13178,Curated classification based on abstract and stated task,curated_classification,,
e360,author:duruisseaux-valentin,practical-fno-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2512.01421,citation_author metadata / paper byline,documented,,
e361,author:kossaifi-jean,practical-fno-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2512.01421,citation_author metadata / paper byline,documented,,
e362,author:anandkumar-anima,practical-fno-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2512.01421,citation_author metadata / paper byline,documented,,
e363,practical-fno-2025,field:operator-learning,classified_in,"Explains Fourier neural operators, implementation decisions, and numerical behavior.",https://arxiv.org/abs/2512.01421,Curated classification based on abstract and stated task,curated_classification,,
e364,practical-fno-2025,field:fourier,classified_in,"Explains Fourier neural operators, implementation decisions, and numerical behavior.",https://arxiv.org/abs/2512.01421,Curated classification based on abstract and stated task,curated_classification,,
e365,practical-fno-2025,field:fourier-neural-operators,classified_in,"Explains Fourier neural operators, implementation decisions, and numerical behavior.",https://arxiv.org/abs/2512.01421,Curated classification based on abstract and stated task,curated_classification,,
e366,author:veil-carina,soft-robot-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2602.18655,citation_author metadata / paper byline,documented,,
e367,author:flaschel-moritz,soft-robot-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2602.18655,citation_author metadata / paper byline,documented,,
e368,author:kuhl-ellen,soft-robot-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2602.18655,citation_author metadata / paper byline,documented,,
e369,author:della-santina-cosimo,soft-robot-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2602.18655,citation_author metadata / paper byline,documented,,
e370,soft-robot-2026,field:operator-learning,classified_in,Learns a differentiable actuation-to-shape operator and composes it with task maps for inverse kinematics.,https://arxiv.org/abs/2602.18655,Curated classification based on abstract and stated task,curated_classification,,
e371,soft-robot-2026,field:robotics,classified_in,Learns a differentiable actuation-to-shape operator and composes it with task maps for inverse kinematics.,https://arxiv.org/abs/2602.18655,Curated classification based on abstract and stated task,curated_classification,,
e372,soft-robot-2026,field:control,classified_in,Learns a differentiable actuation-to-shape operator and composes it with task maps for inverse kinematics.,https://arxiv.org/abs/2602.18655,Curated classification based on abstract and stated task,curated_classification,,
e373,author:brugiapaglia-simone,theory-tour-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.00819,citation_author metadata / paper byline,documented,,
e374,author:franco-nicola-rares,theory-tour-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.00819,citation_author metadata / paper byline,documented,,
e375,author:nelsen-nicholas-h,theory-tour-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.00819,citation_author metadata / paper byline,documented,,
e376,theory-tour-2026,field:operator-learning,classified_in,Summarizes approximation rates and statistical limitations for operator learning.,https://arxiv.org/abs/2603.00819,Curated classification based on abstract and stated task,curated_classification,,
e377,theory-tour-2026,field:theory,classified_in,Summarizes approximation rates and statistical limitations for operator learning.,https://arxiv.org/abs/2603.00819,Curated classification based on abstract and stated task,curated_classification,,
e378,author:mur-labadia-lorenzo,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e379,author:muckley-matthew,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e380,author:bar-amir,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e381,author:assran-mido,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e382,author:sinha-koustuv,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e383,author:rabbat-mike,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e384,author:lecun-yann,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e385,author:ballas-nicolas,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e386,author:bardes-adrien,vjepa21-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2603.14482,citation_author metadata / paper byline,documented,,
e387,vjepa21-2026,field:world-models,classified_in,Develops dense video/image representations through revised predictive objectives and reports downstream visual and robot evaluations.,https://arxiv.org/abs/2603.14482,Curated classification based on abstract and stated task,curated_classification,,
e388,vjepa21-2026,field:representation-learning,classified_in,Develops dense video/image representations through revised predictive objectives and reports downstream visual and robot evaluations.,https://arxiv.org/abs/2603.14482,Curated classification based on abstract and stated task,curated_classification,,
e389,author:khan-muhammad-idrees,acoustic-quadrature-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2607.04407,citation_author metadata / paper byline,documented,,
e390,author:yao-hua-dong,acoustic-quadrature-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2607.04407,citation_author metadata / paper byline,documented,,
e391,acoustic-quadrature-2026,field:quadrature,classified_in,"Uses a complex-linear, quadrature-aware boundary-to-field model for resonant acoustics.",https://arxiv.org/abs/2607.04407,Curated classification based on abstract and stated task,curated_classification,,
e392,acoustic-quadrature-2026,field:operator-learning,classified_in,"Uses a complex-linear, quadrature-aware boundary-to-field model for resonant acoustics.",https://arxiv.org/abs/2607.04407,Curated classification based on abstract and stated task,curated_classification,,
e393,acoustic-quadrature-2026,field:acoustics,classified_in,"Uses a complex-linear, quadrature-aware boundary-to-field model for resonant acoustics.",https://arxiv.org/abs/2607.04407,Curated classification based on abstract and stated task,curated_classification,,
e394,author:chen-zituo,composition-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2609.03069,citation_author metadata / paper byline,documented,,
e395,author:zhang-baiming,composition-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2609.03069,citation_author metadata / paper byline,documented,,
e396,author:deng-sili,composition-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2609.03069,citation_author metadata / paper byline,documented,,
e397,composition-2026,field:operator-learning,classified_in,Pretrains local operators and adapts a lightweight composition module to changed domains or conditions.,https://arxiv.org/abs/2609.03069,Curated classification based on abstract and stated task,curated_classification,,
e398,composition-2026,field:foundation-models,classified_in,Pretrains local operators and adapts a lightweight composition module to changed domains or conditions.,https://arxiv.org/abs/2609.03069,Curated classification based on abstract and stated task,curated_classification,,
e399,composition-2026,field:domain-decomposition,classified_in,Pretrains local operators and adapts a lightweight composition module to changed domains or conditions.,https://arxiv.org/abs/2609.03069,Curated classification based on abstract and stated task,curated_classification,,
e400,author:hernandez-j-a,adaptive-cubature-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2609.03068,citation_author metadata / paper byline,documented,,
e401,author:de-parga-s-ares,adaptive-cubature-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2609.03068,citation_author metadata / paper byline,documented,,
e402,author:rossi-riccardo,adaptive-cubature-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2609.03068,citation_author metadata / paper byline,documented,,
e403,adaptive-cubature-2026,field:quadrature,classified_in,Lets cubature weights vary with latent state and prunes integration entities in reduced finite-element models.,https://arxiv.org/abs/2609.03068,Curated classification based on abstract and stated task,curated_classification,,
e404,adaptive-cubature-2026,field:hyper-reduction,classified_in,Lets cubature weights vary with latent state and prunes integration entities in reduced finite-element models.,https://arxiv.org/abs/2609.03068,Curated classification based on abstract and stated task,curated_classification,,
e405,author:berner-julius,principled-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://www.nature.com/articles/s42256-026-01267-z,citation_author metadata / paper byline,documented,,
e406,author:liu-schiaffini-miguel,principled-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://www.nature.com/articles/s42256-026-01267-z,citation_author metadata / paper byline,documented,,
e407,author:kossaifi-jean,principled-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://www.nature.com/articles/s42256-026-01267-z,citation_author metadata / paper byline,documented,,
e408,author:duruisseaux-valentin,principled-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://www.nature.com/articles/s42256-026-01267-z,citation_author metadata / paper byline,documented,,
e409,author:bonev-boris,principled-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://www.nature.com/articles/s42256-026-01267-z,citation_author metadata / paper byline,documented,,
e410,author:azizzadenesheli-kamyar,principled-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://www.nature.com/articles/s42256-026-01267-z,citation_author metadata / paper byline,documented,,
e411,author:anandkumar-anima,principled-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://www.nature.com/articles/s42256-026-01267-z,citation_author metadata / paper byline,documented,,
e412,principled-2026,field:operator-learning,classified_in,"Explains how to convert finite-dimensional network designs into function-space operators, with coordinates, quadrature and discretization convergence made explicit.",https://www.nature.com/articles/s42256-026-01267-z,Curated classification based on abstract and stated task,curated_classification,,
e413,principled-2026,field:theory,classified_in,"Explains how to convert finite-dimensional network designs into function-space operators, with coordinates, quadrature and discretization convergence made explicit.",https://www.nature.com/articles/s42256-026-01267-z,Curated classification based on abstract and stated task,curated_classification,,
e414,principled-2026,field:quadrature,classified_in,"Explains how to convert finite-dimensional network designs into function-space operators, with coordinates, quadrature and discretization convergence made explicit.",https://www.nature.com/articles/s42256-026-01267-z,Curated classification based on abstract and stated task,curated_classification,,
e415,author:frieden-branden,frame-kernel-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2608.25084,citation_author metadata / paper byline,documented,,
e416,author:whitehead-ryan,frame-kernel-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2608.25084,citation_author metadata / paper byline,documented,,
e417,author:ballard-m-keith,frame-kernel-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2608.25084,citation_author metadata / paper byline,documented,,
e418,author:kirby-robert-m,frame-kernel-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2608.25084,citation_author metadata / paper byline,documented,,
e419,author:shankar-varun,frame-kernel-2026,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2608.25084,citation_author metadata / paper byline,documented,,
e420,frame-kernel-2026,field:operator-learning,classified_in,Uses multiscale kernel-frame representations of input and output functions for operator learning.,https://arxiv.org/abs/2608.25084,Curated classification based on abstract and stated task,curated_classification,,
e421,frame-kernel-2026,field:multiscale,classified_in,Uses multiscale kernel-frame representations of input and output functions for operator learning.,https://arxiv.org/abs/2608.25084,Curated classification based on abstract and stated task,curated_classification,,
e422,frame-kernel-2026,field:efficiency,classified_in,Uses multiscale kernel-frame representations of input and output functions for operator learning.,https://arxiv.org/abs/2608.25084,Curated classification based on abstract and stated task,curated_classification,,
e423,chen-1995,area:operators,bridges_field,Early neural-network approximation theorem for nonlinear operators.,https://pubmed.ncbi.nlm.nih.gov/18263379/,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e424,deeponet-2019,area:operators,bridges_field,Represents an operator using an input-function encoder and a coordinate-dependent output representation.,https://arxiv.org/abs/1910.03193,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e425,graph-kernel-2020,area:operators,bridges_field,Learns kernel interactions over spatial samples to approximate PDE solution maps.,https://arxiv.org/abs/2003.03485,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e426,fno-2020,area:operators,bridges_field,Learns global interactions through spectral transformations for families of PDE problems.,https://arxiv.org/abs/2010.08895,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e427,neural-operator-2021,area:operators,bridges_field,"Develops a function-space framework, approximation theory, and several efficient operator parameterizations.",https://arxiv.org/abs/2108.08481,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e428,u-fno-2021,area:operators,bridges_field,Combines U-Net-style processing with Fourier operator components for multiphase subsurface flow.,https://arxiv.org/abs/2109.03697,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e429,seismic-2021,area:operators,bridges_field,Studies neural-operator surrogates for wave propagation and seismic inversion.,https://arxiv.org/abs/2108.05421,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e430,fourcastnet-2022,area:operators,bridges_field,Uses adaptive Fourier neural operators for global weather prediction and inexpensive ensembles.,https://arxiv.org/abs/2202.11214,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e431,nio-2023,area:operators,bridges_field,Combines operator-learning components for PDE inverse problems where observations encode an operator-valued measurement map.,https://arxiv.org/abs/2301.11167,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e432,em-design-2023,area:operators,bridges_field,Uses a neural-operator surrogate for repeated electromagnetic evaluation during inverse design.,https://arxiv.org/abs/2302.01934,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e433,sfno-2023,area:operators,bridges_field,Adapts spectral operator computation to spherical geometry for atmospheric dynamics.,https://arxiv.org/abs/2306.03838,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e434,pde-control-2023,area:operators,bridges_field,Approximates a controller-design operator with DeepONet for a hyperbolic system with recycle and delay.,https://arxiv.org/abs/2307.11436,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e435,gino-2023,area:operators,bridges_field,Combines graph-based geometry handling with a regular latent Fourier grid for 3D aerodynamic prediction.,https://arxiv.org/abs/2309.00583,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e436,operator-sampling-2024,area:operators,bridges_field,"Analyzes information limits for learning Lipschitz operators under Gaussian measures, including adaptive linear samples.",https://arxiv.org/abs/2410.23440,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e437,fno-discretization-2024,area:operators,bridges_field,Analyzes errors introduced when a continuous Fourier neural operator is evaluated on a finite grid.,https://arxiv.org/abs/2405.02221,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e438,poseidon-2024,area:operators,bridges_field,Pretrains a PDE model and adapts it to downstream physical problems.,https://arxiv.org/abs/2405.19101,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e439,kno-2024,area:operators,bridges_field,Separates trainable kernel design from quadrature and supports geometrically flexible integral-operator computation.,https://arxiv.org/abs/2407.00809,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e440,pno-2024,area:operators,bridges_field,"Learns the map from spatial cost functions to motion-planning value functions, motivated by an Eikonal PDE.",https://arxiv.org/abs/2410.17547,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e441,neuralop-library-2024,area:operators,bridges_field,Provides implementations and training infrastructure for neural operator architectures.,https://arxiv.org/abs/2412.10354,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e442,ultrasound-2024,area:operators,bridges_field,Predicts acoustic pressure fields for heterogeneous spinal-cord anatomy using a DeepONet surrogate.,https://arxiv.org/abs/2412.16118,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e443,deepvivonet-2025,area:operators,bridges_field,"Uses marine-riser field data for sparse reconstruction and forecasting, then optimizes sensor placement with an outer loop.",https://arxiv.org/abs/2501.04105,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e444,manufacturing-2025,area:operators,bridges_field,"Combines operator and recurrent components to predict distortion from thermal history, with physics-based training constraints.",https://arxiv.org/abs/2511.13178,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e445,practical-fno-2025,area:operators,bridges_field,"Explains Fourier neural operators, implementation decisions, and numerical behavior.",https://arxiv.org/abs/2512.01421,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e446,soft-robot-2026,area:operators,bridges_field,Learns a differentiable actuation-to-shape operator and composes it with task maps for inverse kinematics.,https://arxiv.org/abs/2602.18655,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e447,theory-tour-2026,area:operators,bridges_field,Summarizes approximation rates and statistical limitations for operator learning.,https://arxiv.org/abs/2603.00819,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e448,acoustic-quadrature-2026,area:operators,bridges_field,"Uses a complex-linear, quadrature-aware boundary-to-field model for resonant acoustics.",https://arxiv.org/abs/2607.04407,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e449,composition-2026,area:operators,bridges_field,Pretrains local operators and adapts a lightweight composition module to changed domains or conditions.,https://arxiv.org/abs/2609.03069,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e450,principled-2026,area:operators,bridges_field,"Explains how to convert finite-dimensional network designs into function-space operators, with coordinates, quadrature and discretization convergence made explicit.",https://www.nature.com/articles/s42256-026-01267-z,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e451,frame-kernel-2026,area:operators,bridges_field,Uses multiscale kernel-frame representations of input and output functions for operator learning.,https://arxiv.org/abs/2608.25084,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e452,fno-2020,area:fourier,bridges_field,Learns global interactions through spectral transformations for families of PDE problems.,https://arxiv.org/abs/2010.08895,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e453,u-fno-2021,area:fourier,bridges_field,Combines U-Net-style processing with Fourier operator components for multiphase subsurface flow.,https://arxiv.org/abs/2109.03697,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e454,seismic-2021,area:fourier,bridges_field,Studies neural-operator surrogates for wave propagation and seismic inversion.,https://arxiv.org/abs/2108.05421,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e455,fourcastnet-2022,area:fourier,bridges_field,Uses adaptive Fourier neural operators for global weather prediction and inexpensive ensembles.,https://arxiv.org/abs/2202.11214,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e456,nio-2023,area:fourier,bridges_field,Combines operator-learning components for PDE inverse problems where observations encode an operator-valued measurement map.,https://arxiv.org/abs/2301.11167,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e457,em-design-2023,area:fourier,bridges_field,Uses a neural-operator surrogate for repeated electromagnetic evaluation during inverse design.,https://arxiv.org/abs/2302.01934,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e458,sfno-2023,area:fourier,bridges_field,Adapts spectral operator computation to spherical geometry for atmospheric dynamics.,https://arxiv.org/abs/2306.03838,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e459,gino-2023,area:fourier,bridges_field,Combines graph-based geometry handling with a regular latent Fourier grid for 3D aerodynamic prediction.,https://arxiv.org/abs/2309.00583,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e460,fno-discretization-2024,area:fourier,bridges_field,Analyzes errors introduced when a continuous Fourier neural operator is evaluated on a finite grid.,https://arxiv.org/abs/2405.02221,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e461,practical-fno-2025,area:fourier,bridges_field,"Explains Fourier neural operators, implementation decisions, and numerical behavior.",https://arxiv.org/abs/2512.01421,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e462,deim-2009,area:sparse,bridges_field,Uses a reduced basis and selected entries to cheaply approximate nonlinear terms.,https://laertes.caam.rice.edu/tech_reports/2009/TR09-05.pdf,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e463,stable-cs-2005,area:sparse,bridges_field,Establishes stable sparse-signal recovery from incomplete noisy linear measurements under conditions on the measurement matrix.,https://arxiv.org/abs/math/0503066,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e464,sparse-operators-2012,area:sparse,bridges_field,Identifies structured linear operators from probing signals under conditions on their spreading-function support.,https://arxiv.org/abs/1209.5187,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e465,sindy-2015,area:sparse,bridges_field,Fits sparse combinations of candidate nonlinear functions to discover dynamical equations from data.,https://arxiv.org/abs/1509.03580,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
e466,cs-polynomials-2017,area:sparse,bridges_field,Reviews structured sparse polynomial approximation and weighted recovery for high-dimensional functions.,https://arxiv.org/abs/1703.06987,Broad field classification based on stated method/application; not a novelty claim,curated_classification,,
